Sucursal,Producto,Año,Mes,Unidades_vendidas,Ingreso_total,Costo_total
Sucursal Sur,Sprite,2022,3,5941,14392037.91,8654223.95
Sucursal Sur,7 Up,2022,3,2133,3167550.88,1934974.94
Sucursal Sur,Pepsi,2022,3,7895,17639950.9,12831365.89
Sucursal Norte,Coca Cola,2022,4,12523,38239274.74,25104064.65
Sucursal Norte,Fanta,2022,4,1180,1424210.45,1015780.31
Sucursal Norte,Sprite,2022,4,6074,13393005.42,8924706.33
Sucursal Norte,7 Up,2022,4,2333,3476476.99,2407142.01
Sucursal Norte,Pepsi,2022,4,8618,20431536.64,13002897.49
Sucursal Centro,Coca Cola,2022,4,12370,40005624.53,30552060.8
Sucursal Centro,Fanta,2022,4,1166,1299509.76,1010153.33
Sucursal Centro,Sprite,2022,4,6677,14587194.87,9258012.66
Sucursal Centro,7 Up,2022,4,2203,3430442.33,2621075.53
Sucursal Centro,Pepsi,2022,4,8404,20674707.2,15408100.44
Sucursal Sur,Coca Cola,2022,4,11982,44355256.84,27335850.19
Sucursal Sur,Fanta,2022,4,1207,1389726.98,864257.97
Sucursal Sur,Sprite,2022,4,6042,12867839.68,10093547.88
Sucursal Sur,7 Up,2022,4,2102,2932409.25,1859091.61
Sucursal Sur,Pepsi,2022,4,7732,18917576.27,13676605.52
Sucursal Norte,Coca Cola,2022,5,12193,43882190.66,27115781.84
Sucursal Norte,Fanta,2022,5,1249,1530689.1,951737.94
Sucursal Norte,Sprite,2022,5,6452,16039954.88,10018471.0
Sucursal Norte,7 Up,2022,5,2462,3374359.92,2521158.9
Sucursal Norte,Pepsi,2022,5,8405,18788036.61,13871308.37
Sucursal Centro,Coca Cola,2022,5,13131,40017329.72,26682868.62
Sucursal Centro,Fanta,2022,5,1262,1586461.58,1115134.42
Sucursal Centro,Sprite,2022,5,6826,16055024.26,10653199.7
Sucursal Centro,7 Up,2022,5,2038,3194319.22,2256873.69
Sucursal Centro,Pepsi,2022,5,8794,21633224.94,13163261.97
Sucursal Sur,Coca Cola,2022,5,11214,39558514.29,28909461.91
Sucursal Sur,Fanta,2022,5,1324,1549773.3,1072141.96
Sucursal Sur,Sprite,2022,5,6468,14369184.44,8749267.71
Sucursal Sur,7 Up,2022,5,2050,2940167.03,1787142.03
Sucursal Sur,Pepsi,2022,5,7424,17329745.23,11528991.54
Sucursal Norte,Coca Cola,2022,6,12608,46775588.52,35977884.16
Sucursal Norte,Fanta,2022,6,1270,1479510.89,1093275.87
Sucursal Norte,Sprite,2022,6,6956,15860179.19,11353206.07
Sucursal Norte,7 Up,2022,6,2291,3372699.93,2125915.37
Sucursal Norte,Pepsi,2022,6,7887,20573414.9,15528257.47
Sucursal Centro,Coca Cola,2022,6,12505,41286267.32,26339984.12
Sucursal Centro,Fanta,2022,6,1216,1312189.13,788372.23
Sucursal Centro,Sprite,2022,6,6503,14259601.02,10831059.06
Sucursal Centro,7 Up,2022,6,2380,3400432.09,2334052.32
Sucursal Centro,Pepsi,2022,6,7471,19797057.06,13466487.46
Sucursal Sur,Coca Cola,2022,6,12579,39597042.19,31330982.62
Sucursal Sur,Fanta,2022,6,1196,1484610.6,981189.33
Sucursal Sur,Sprite,2022,6,6276,15115051.87,10309690.28
Sucursal Sur,7 Up,2022,6,2209,3557890.58,2436818.34
Sucursal Sur,Pepsi,2022,6,7732,18779007.69,11345845.9
Sucursal Norte,Coca Cola,2022,7,13048,40402582.01,31289499.88
Sucursal Norte,Fanta,2022,7,1304,1438288.01,1076639.77
Sucursal Norte,Sprite,2022,7,6219,14704938.78,8924075.7
Sucursal Norte,7 Up,2022,7,2267,3428751.18,2565465.52
Sucursal Norte,Pepsi,2022,7,7731,17542319.99,11473290.59
Sucursal Centro,Coca Cola,2022,7,12308,40745691.87,29503587.54
Sucursal Centro,Fanta,2022,7,1374,1563669.8,1022542.1
Sucursal Centro,Sprite,2022,7,7122,16574812.82,11477698.84
Sucursal Centro,7 Up,2022,7,2280,3630943.1,2837641.94
Sucursal Centro,Pepsi,2022,7,7269,16937834.94,12156052.95
Sucursal Sur,Coca Cola,2022,7,12628,46057294.38,35054205.21
Sucursal Sur,Fanta,2022,7,1352,1620345.16,1125026.44
Sucursal Sur,Sprite,2022,7,7095,17600619.43,13429848.11
Sucursal Sur,7 Up,2022,7,2449,3970822.29,2817520.9
Sucursal Sur,Pepsi,2022,7,8339,19601325.22,14887265.52
Sucursal Norte,Coca Cola,2022,8,12040,38940239.87,28261254.64
Sucursal Norte,Fanta,2022,8,1346,1501985.55,1175355.73
Sucursal Norte,Sprite,2022,8,6836,14644076.15,9915081.99
Sucursal Norte,7 Up,2022,8,2049,3231851.29,2258344.75
Sucursal Norte,Pepsi,2022,8,7801,18129003.3,12668462.11
Sucursal Centro,Coca Cola,2022,8,12211,40459455.85,28782206.76
Sucursal Centro,Fanta,2022,8,1405,1462268.61,1105165.8
Sucursal Centro,Sprite,2022,8,7044,16573417.63,11177349.93
Sucursal Centro,7 Up,2022,8,2292,3479275.04,2438523.36
Sucursal Centro,Pepsi,2022,8,8374,20204761.47,14901670.78
Sucursal Sur,Coca Cola,2022,8,11144,41017808.36,31188133.76
Sucursal Sur,Fanta,2022,8,1306,1423363.11,1114878.7
Sucursal Sur,Sprite,2022,8,6879,14985912.03,11842819.11
Sucursal Sur,7 Up,2022,8,2208,3406194.24,2553072.88
Sucursal Sur,Pepsi,2022,8,8122,20766716.25,13332905.92
Sucursal Norte,Coca Cola,2022,9,11007,34303956.95,23497305.94
Sucursal Norte,Fanta,2022,9,1321,1388843.7,845832.89
Sucursal Norte,Sprite,2022,9,7016,14963786.55,10031142.39
Sucursal Norte,7 Up,2022,9,2385,3452687.44,2461941.14
Sucursal Norte,Pepsi,2022,9,7319,18008844.25,11096300.94
Sucursal Centro,Coca Cola,2022,9,11711,35644857.75,28393566.96
Sucursal Centro,Fanta,2022,9,1285,1506306.45,1194007.43
Sucursal Centro,Sprite,2022,9,6557,16518669.13,10980084.6
Sucursal Centro,7 Up,2022,9,2393,3889265.37,2738014.23
Sucursal Centro,Pepsi,2022,9,8546,22918697.22,18172643.46
Sucursal Sur,Coca Cola,2022,9,11159,36320283.96,22194111.11
Sucursal Sur,Fanta,2022,9,1287,1537944.65,1159344.13
Sucursal Sur,Sprite,2022,9,6109,13411563.14,10499873.03
Sucursal Sur,7 Up,2022,9,2098,3067818.63,2180915.25
Sucursal Sur,Pepsi,2022,9,7699,16980176.58,11837127.25
Sucursal Norte,Coca Cola,2022,10,11252,37476287.52,25077033.89
Sucursal Norte,Fanta,2022,10,1232,1401284.2,991215.72
Sucursal Norte,Sprite,2022,10,7096,14717575.19,9559349.31
Sucursal Norte,7 Up,2022,10,2362,3445290.33,2086282.11
Sucursal Norte,Pepsi,2022,10,7431,17025539.93,10670192.0
Sucursal Centro,Coca Cola,2022,10,13041,42440824.94,28380230.67
Sucursal Centro,Fanta,2022,10,1229,1346680.69,1065740.92
Sucursal Centro,Sprite,2022,10,6292,15386230.55,10294741.07
Sucursal Centro,7 Up,2022,10,2080,2976622.54,2009471.26
Sucursal Centro,Pepsi,2022,10,7915,17893714.41,13703120.84
Sucursal Sur,Coca Cola,2022,10,11632,35630987.47,25208174.16
Sucursal Sur,Fanta,2022,10,1209,1420933.94,1018513.37
Sucursal Sur,Sprite,2022,10,6809,16395024.73,9851647.71
Sucursal Sur,7 Up,2022,10,2095,3099493.45,1998201.29
Sucursal Sur,Pepsi,2022,10,7213,18667777.76,11231171.74
Sucursal Norte,Coca Cola,2022,11,12300,45650514.86,34702944.01
Sucursal Norte,Fanta,2022,11,1167,1474226.93,926398.96
Sucursal Norte,Sprite,2022,11,6893,17305791.91,10913291.37
Sucursal Norte,7 Up,2022,11,2271,3368393.51,2167456.67
Sucursal Norte,Pepsi,2022,11,8533,21338690.12,16091649.49
Sucursal Centro,Coca Cola,2022,11,11318,35008615.1,26776340.33
Sucursal Centro,Fanta,2022,11,1158,1350489.3,834867.55
Sucursal Centro,Sprite,2022,11,6323,14363269.86,10355074.64
Sucursal Centro,7 Up,2022,11,2064,2815897.51,1848671.0
Sucursal Centro,Pepsi,2022,11,7678,18100453.4,13938137.81
Sucursal Sur,Coca Cola,2022,11,11266,34734960.58,23659844.52
Sucursal Sur,Fanta,2022,11,1152,1446970.99,917273.64
Sucursal Sur,Sprite,2022,11,6123,13558875.72,10068372.08
Sucursal Sur,7 Up,2022,11,2394,3446234.04,2422521.29
Sucursal Sur,Pepsi,2022,11,8708,19586950.8,14511936.82
Sucursal Norte,Coca Cola,2022,12,12184,37408785.51,25945025.01
Sucursal Norte,Fanta,2022,12,1368,1437762.26,1104120.7
Sucursal Norte,Sprite,2022,12,6107,12898708.11,8155842.45
Sucursal Norte,7 Up,2022,12,2452,3601718.03,2746876.52
Sucursal Norte,Pepsi,2022,12,8744,22325336.28,14696381.91
Sucursal Centro,Coca Cola,2022,12,12690,41520811.44,31147795.22
Sucursal Centro,Fanta,2022,12,1310,1489924.86,1109612.36
Sucursal Centro,Sprite,2022,12,6613,14711783.96,10387570.98
Sucursal Centro,7 Up,2022,12,2467,3587644.52,2760703.37
Sucursal Centro,Pepsi,2022,12,8731,19273245.62,14352994.32
Sucursal Sur,Coca Cola,2022,12,13110,40200404.05,24551620.35
Sucursal Sur,Fanta,2022,12,1308,1395264.09,863548.65
Sucursal Sur,Sprite,2022,12,6080,12719537.07,8924053.59
Sucursal Sur,7 Up,2022,12,2448,3506504.15,2154250.86
Sucursal Sur,Pepsi,2022,12,8287,19887542.63,15323027.56
Sucursal Norte,Coca Cola,2023,1,12371,59610464.69,38739397.62
Sucursal Norte,Fanta,2023,1,954,860428.68,577897.11
Sucursal Norte,Sprite,2023,1,5527,14810106.79,10105265.81
Sucursal Norte,7 Up,2023,1,3469,5466118.75,3540201.69
Sucursal Norte,Pepsi,2023,1,7910,23145950.06,13948847.7
Sucursal Centro,Coca Cola,2023,1,12041,48434544.15,33952606.92
Sucursal Centro,Fanta,2023,1,983,945601.49,677991.16
Sucursal Centro,Sprite,2023,1,6070,15994747.82,9941483.4
Sucursal Centro,7 Up,2023,1,3625,5114919.37,3229147.38
Sucursal Centro,Pepsi,2023,1,7923,23900807.06,15904939.69
Sucursal Sur,Coca Cola,2023,1,14279,57842879.04,42492551.76
Sucursal Sur,Fanta,2023,1,1089,1009374.25,690574.2
Sucursal Sur,Sprite,2023,1,5386,14444256.84,9494407.75
Sucursal Sur,7 Up,2023,1,3554,5824248.04,4070927.11
Sucursal Sur,Pepsi,2023,1,8537,24281398.73,15780010.85
Sucursal Norte,Coca Cola,2023,2,13364,53979796.82,35042366.74
Sucursal Norte,Fanta,2023,2,977,887607.12,570091.32
Sucursal Norte,Sprite,2023,2,5480,13298338.24,8908565.07
Sucursal Norte,7 Up,2023,2,3154,4897574.45,3012749.92
Sucursal Norte,Pepsi,2023,2,7307,21612719.08,13648164.63
Sucursal Centro,Coca Cola,2023,2,13784,63984295.65,43526528.77
Sucursal Centro,Fanta,2023,2,1017,881950.77,654350.23
Sucursal Centro,Sprite,2023,2,6203,14475072.72,9030521.24
Sucursal Centro,7 Up,2023,2,3660,5222738.24,3424807.87
Sucursal Centro,Pepsi,2023,2,7369,22359625.78,15805506.34
Sucursal Sur,Coca Cola,2023,2,12120,52774046.38,34907074.67
Sucursal Sur,Fanta,2023,2,1121,1104734.81,851523.71
Sucursal Sur,Sprite,2023,2,6143,16913245.21,10760798.18
Sucursal Sur,7 Up,2023,2,3603,5524993.06,3767456.42
Sucursal Sur,Pepsi,2023,2,7658,20319494.5,15673114.09
Sucursal Norte,Coca Cola,2023,3,14380,63045483.4,39766266.3
Sucursal Norte,Fanta,2023,3,1078,1079888.67,857876.83
Sucursal Norte,Sprite,2023,3,5316,13257315.94,10207481.58
Sucursal Norte,7 Up,2023,3,3512,5144711.75,3956635.97
Sucursal Norte,Pepsi,2023,3,8766,24963164.23,18753142.07
Sucursal Centro,Coca Cola,2023,3,14399,66352073.09,48298663.26
Sucursal Centro,Fanta,2023,3,1120,1034381.94,808568.12
Sucursal Centro,Sprite,2023,3,5675,14864161.26,10431656.84
Sucursal Centro,7 Up,2023,3,3397,4665300.85,3183595.78
Sucursal Centro,Pepsi,2023,3,8350,26654552.02,21306109.27
Sucursal Sur,Coca Cola,2023,3,12359,55963357.72,43220001.87
Sucursal Sur,Fanta,2023,3,1000,1000865.98,630242.58
Sucursal Sur,Sprite,2023,3,5691,14868728.75,9155576.0
Sucursal Sur,7 Up,2023,3,3657,6018781.45,4641299.88
Sucursal Sur,Pepsi,2023,3,7349,22472451.01,17275804.36
Sucursal Norte,Coca Cola,2023,4,14456,68704282.11,50225762.22
Sucursal Norte,Fanta,2023,4,1061,1026259.93,776958.86
Sucursal Norte,Sprite,2023,4,5334,13931583.11,11005374.76
Sucursal Norte,7 Up,2023,4,3432,4713957.02,2960305.51
Sucursal Norte,Pepsi,2023,4,8067,23395071.22,15803760.96
Sucursal Centro,Coca Cola,2023,4,12365,53763348.77,35384173.58
Sucursal Centro,Fanta,2023,4,974,916675.56,609677.4
Sucursal Centro,Sprite,2023,4,6129,14362979.4,10784346.98
Sucursal Centro,7 Up,2023,4,3406,4664469.37,3266014.81
Sucursal Centro,Pepsi,2023,4,8706,27565919.48,17072478.21
Sucursal Sur,Coca Cola,2023,4,12264,50056061.49,34995481.58
Sucursal Sur,Fanta,2023,4,1102,1116231.65,853818.2
Sucursal Sur,Sprite,2023,4,5471,13178353.82,8437591.32
Sucursal Sur,7 Up,2023,4,3198,4513268.41,3071874.48
Sucursal Sur,Pepsi,2023,4,8194,25831510.82,18110872.61
Sucursal Norte,Coca Cola,2023,5,13178,54818693.25,40274673.74
Sucursal Norte,Fanta,2023,5,1116,1017267.76,736870.43
Sucursal Norte,Sprite,2023,5,5695,13513489.28,10376442.21
Sucursal Norte,7 Up,2023,5,3669,5835198.13,3737269.35
Sucursal Norte,Pepsi,2023,5,7719,23445980.28,15071902.12
Sucursal Centro,Coca Cola,2023,5,13219,58530193.32,39784481.2
Sucursal Centro,Fanta,2023,5,1024,974073.34,617704.7
Sucursal Centro,Sprite,2023,5,5692,14581651.52,11608444.37
Sucursal Centro,7 Up,2023,5,3470,5628881.13,3502069.73
Sucursal Centro,Pepsi,2023,5,8275,22610873.59,17548979.32
Sucursal Sur,Coca Cola,2023,5,14334,68711369.56,48140779.74
Sucursal Sur,Fanta,2023,5,961,825711.78,556341.22
Sucursal Sur,Sprite,2023,5,5579,13013674.76,9977375.42
Sucursal Sur,7 Up,2023,5,3408,4749801.0,3524289.64
Sucursal Sur,Pepsi,2023,5,7361,22836120.37,16631528.39
Sucursal Norte,Coca Cola,2023,6,12842,51514985.21,33967961.01
Sucursal Norte,Fanta,2023,6,1039,1042411.29,695369.36
Sucursal Norte,Sprite,2023,6,6302,16624918.66,13200220.71
Sucursal Norte,7 Up,2023,6,3453,5540635.82,3501946.65
Sucursal Norte,Pepsi,2023,6,8481,23675855.38,15890084.58
Sucursal Centro,Coca Cola,2023,6,12205,55505043.96,37128979.86
Sucursal Centro,Fanta,2023,6,1029,856313.18,593000.72
Sucursal Centro,Sprite,2023,6,6216,15095472.25,9060318.12
Sucursal Centro,7 Up,2023,6,3138,4661071.07,3387829.49
Sucursal Centro,Pepsi,2023,6,7232,20057204.36,12625607.26
Sucursal Sur,Coca Cola,2023,6,13617,54186102.23,39671785.32
Sucursal Sur,Fanta,2023,6,992,932474.96,642520.89
Sucursal Sur,Sprite,2023,6,5482,13696152.79,9463714.94
Sucursal Sur,7 Up,2023,6,3292,4992360.93,3217329.33
Sucursal Sur,Pepsi,2023,6,7839,23467216.47,18736424.28
Sucursal Norte,Coca Cola,2023,7,12076,54000425.82,35657692.65
Sucursal Norte,Fanta,2023,7,1091,1071121.73,709071.74
Sucursal Norte,Sprite,2023,7,5535,13164077.53,9093076.44
Sucursal Norte,7 Up,2023,7,3294,5239941.97,4120903.99
Sucursal Norte,Pepsi,2023,7,7560,23860556.35,17013995.88
Sucursal Centro,Coca Cola,2023,7,13816,55511802.76,43076726.86
Sucursal Centro,Fanta,2023,7,949,856058.98,517817.84
Sucursal Centro,Sprite,2023,7,6106,15313986.05,11886987.71
Sucursal Centro,7 Up,2023,7,3068,4870559.19,3624690.3
Sucursal Centro,Pepsi,2023,7,7430,20586513.55,15011852.93
Sucursal Sur,Coca Cola,2023,7,13155,53186529.87,32477507.09
Sucursal Sur,Fanta,2023,7,1123,1010468.67,674631.31
Sucursal Sur,Sprite,2023,7,5574,15446107.73,11153280.97
Sucursal Sur,7 Up,2023,7,3612,5342878.17,3851557.19
Sucursal Sur,Pepsi,2023,7,7908,24354189.22,15971756.57
Sucursal Norte,Coca Cola,2023,8,13835,64618984.48,43388145.47
Sucursal Norte,Fanta,2023,8,992,980533.07,727894.94
Sucursal Norte,Sprite,2023,8,5947,14146505.68,9744142.53
Sucursal Norte,7 Up,2023,8,3211,5288243.7,3453563.21
Sucursal Norte,Pepsi,2023,8,8445,26630395.93,16276151.74
Sucursal Centro,Coca Cola,2023,8,12731,59994576.59,47702045.15
Sucursal Centro,Fanta,2023,8,954,798149.23,509071.33
Sucursal Centro,Sprite,2023,8,6382,16818090.73,12357670.97
Sucursal Centro,7 Up,2023,8,3086,4207419.4,3147510.94
Sucursal Centro,Pepsi,2023,8,7549,23943757.79,15499960.17
Sucursal Sur,Coca Cola,2023,8,13223,61932877.6,41584263.06
Sucursal Sur,Fanta,2023,8,1120,1127873.79,698525.74
Sucursal Sur,Sprite,2023,8,6211,14806956.85,9721694.6
Sucursal Sur,7 Up,2023,8,3589,5386262.18,3828619.31
Sucursal Sur,Pepsi,2023,8,8400,25508662.09,15463795.07
Sucursal Norte,Coca Cola,2023,9,13891,56540338.56,38589083.36
Sucursal Norte,Fanta,2023,9,1051,892980.4,631912.6
Sucursal Norte,Sprite,2023,9,6404,16921519.51,11539433.85
Sucursal Norte,7 Up,2023,9,3616,5705449.42,4148000.98
Sucursal Norte,Pepsi,2023,9,8410,25402414.49,19577596.24
Sucursal Centro,Coca Cola,2023,9,12195,54954849.09,34791462.94
Sucursal Centro,Fanta,2023,9,1106,1013814.49,725769.39
Sucursal Centro,Sprite,2023,9,5671,13418660.15,10379510.26
Sucursal Centro,7 Up,2023,9,3481,4939080.19,3311133.62
Sucursal Centro,Pepsi,2023,9,8090,24627368.53,16924269.52
Sucursal Sur,Coca Cola,2023,9,13657,54755980.34,42622815.17
Sucursal Sur,Fanta,2023,9,945,836662.38,571073.65
Sucursal Sur,Sprite,2023,9,6066,14644634.81,9815025.86
Sucursal Sur,7 Up,2023,9,3486,5134123.81,3086703.13
Sucursal Sur,Pepsi,2023,9,7517,23748910.57,15230324.16
Sucursal Norte,Coca Cola,2023,10,12831,60221719.13,36869462.77
Sucursal Norte,Fanta,2023,10,1051,899551.3,688606.78
Sucursal Norte,Sprite,2023,10,5955,15988625.18,9934526.43
Sucursal Norte,7 Up,2023,10,3383,5014806.39,3054323.06
Sucursal Norte,Pepsi,2023,10,8392,22575426.7,16720514.51
Sucursal Centro,Coca Cola,2023,10,12074,48360044.56,37679324.95
Sucursal Centro,Fanta,2023,10,1036,1046693.83,669956.39
Sucursal Centro,Sprite,2023,10,6257,15448959.02,9852829.3
Sucursal Centro,7 Up,2023,10,3644,4992832.35,3000234.92
Sucursal Centro,Pepsi,2023,10,7895,21687269.6,13956020.37
Sucursal Sur,Coca Cola,2023,10,13535,58981937.67,42204621.17
Sucursal Sur,Fanta,2023,10,1104,931583.62,576199.98
Sucursal Sur,Sprite,2023,10,6181,16014061.79,11418642.23
Sucursal Sur,7 Up,2023,10,3544,5248317.46,3663350.99
Sucursal Sur,Pepsi,2023,10,8357,24563385.01,15630128.15
Sucursal Norte,Coca Cola,2023,11,13543,64547660.06,43637326.2
Sucursal Norte,Fanta,2023,11,1051,881609.76,646382.59
Sucursal Norte,Sprite,2023,11,5706,15521573.88,11789133.04
Sucursal Norte,7 Up,2023,11,3431,4958290.32,3570228.8
Sucursal Norte,Pepsi,2023,11,7520,21792512.45,15582375.75
Sucursal Centro,Coca Cola,2023,11,12404,52609745.84,35090179.01
Sucursal Centro,Fanta,2023,11,945,907691.04,560831.1
Sucursal Centro,Sprite,2023,11,5588,14037543.97,10639566.37
Sucursal Centro,7 Up,2023,11,3191,4357334.08,2686044.59
Sucursal Centro,Pepsi,2023,11,8627,26594960.7,15971486.69
Sucursal Sur,Coca Cola,2023,11,13303,57646101.81,42112669.94
Sucursal Sur,Fanta,2023,11,1061,882127.95,591274.77
Sucursal Sur,Sprite,2023,11,5611,15346254.61,12017975.24
Sucursal Sur,7 Up,2023,11,3118,4336125.12,3306604.85
Sucursal Sur,Pepsi,2023,11,7354,21414339.83,16749250.97
Sucursal Norte,Coca Cola,2023,12,12717,60805632.2,40738257.21
Sucursal Norte,Fanta,2023,12,1046,1045608.64,827234.8
Sucursal Norte,Sprite,2023,12,6061,16021441.36,12277402.71
Sucursal Norte,7 Up,2023,12,3172,5036598.32,3206069.8
Sucursal Norte,Pepsi,2023,12,7970,23230273.32,15268170.58
Sucursal Centro,Coca Cola,2023,12,12392,56424319.53,36102592.71
Sucursal Centro,Fanta,2023,12,1083,928763.93,712627.37
Sucursal Centro,Sprite,2023,12,6359,14811646.19,11663447.65
Sucursal Centro,7 Up,2023,12,3666,4996693.58,3418672.71
Sucursal Centro,Pepsi,2023,12,7954,23713022.14,18152100.61
Sucursal Sur,Coca Cola,2023,12,12348,58646328.54,36394702.8
Sucursal Sur,Fanta,2023,12,1093,1104137.41,686809.21
Sucursal Sur,Sprite,2023,12,5396,14206924.62,11057936.24
Sucursal Sur,7 Up,2023,12,3102,4262643.99,3054459.41
Sucursal Sur,Pepsi,2023,12,7972,23814161.36,18534402.78
Sucursal Norte,Coca Cola,2024,1,15002,90528034.9,70746171.49
Sucursal Norte,Fanta,2024,1,841,561777.2,404254.25
Sucursal Norte,Sprite,2024,1,4797,14453860.03,9207558.7
Sucursal Norte,7 Up,2024,1,5321,8144155.67,6301355.18
Sucursal Norte,Pepsi,2024,1,7961,25431154.53,15519442.31
Sucursal Centro,Coca Cola,2024,1,13736,75505053.33,51283212.56
Sucursal Centro,Fanta,2024,1,760,517371.76,345647.89
Sucursal Centro,Sprite,2024,1,5655,16778835.86,10207330.79
Sucursal Centro,7 Up,2024,1,4566,7293835.89,5012381.17
Sucursal Centro,Pepsi,2024,1,7679,24697080.09,15424904.94
Sucursal Sur,Coca Cola,2024,1,13440,83561632.11,53721362.82
Sucursal Sur,Fanta,2024,1,802,595263.47,412584.36
Sucursal Sur,Sprite,2024,1,5196,13634828.88,9919637.96
Sucursal Sur,7 Up,2024,1,4696,7292199.14,4874989.48
Sucursal Sur,Pepsi,2024,1,7792,27686864.54,18334010.97
Sucursal Norte,Coca Cola,2024,2,13371,76401846.3,50752680.62
Sucursal Norte,Fanta,2024,2,739,502373.31,359607.7
Sucursal Norte,Sprite,2024,2,5730,15196401.99,10292522.98
Sucursal Norte,7 Up,2024,2,4996,7282765.67,5584325.08
Sucursal Norte,Pepsi,2024,2,8439,29742496.82,20826461.18
Sucursal Centro,Coca Cola,2024,2,15760,84094840.49,60000696.66
Sucursal Centro,Fanta,2024,2,818,610039.36,473204.22
Sucursal Centro,Sprite,2024,2,5233,14668846.13,10077586.17
Sucursal Centro,7 Up,2024,2,4616,7212768.61,5082605.15
Sucursal Centro,Pepsi,2024,2,7867,30485161.45,21147177.39
Sucursal Sur,Coca Cola,2024,2,15766,90773440.79,56859342.28
Sucursal Sur,Fanta,2024,2,896,598647.42,371022.01
Sucursal Sur,Sprite,2024,2,4728,12266197.88,9281650.14
Sucursal Sur,7 Up,2024,2,5145,7199279.09,5679445.3
Sucursal Sur,Pepsi,2024,2,7227,23141444.14,15033112.67
Sucursal Norte,Coca Cola,2024,3,13299,80711234.55,48660933.22
Sucursal Norte,Fanta,2024,3,762,568820.87,430425.08
Sucursal Norte,Sprite,2024,3,4792,12644584.14,8836646.93
Sucursal Norte,7 Up,2024,3,5013,7404896.77,5858816.33
Sucursal Norte,Pepsi,2024,3,8653,31051102.42,22924609.1
Sucursal Centro,Coca Cola,2024,3,15050,78843797.15,56336848.2
Sucursal Centro,Fanta,2024,3,869,687001.53,484089.43
Sucursal Centro,Sprite,2024,3,5399,16117066.85,9989368.44
Sucursal Centro,7 Up,2024,3,4963,7012803.77,4438608.46
Sucursal Centro,Pepsi,2024,3,8118,29015846.79,21725121.43
Sucursal Sur,Coca Cola,2024,3,14720,79285736.91,55243003.52
Sucursal Sur,Fanta,2024,3,898,627385.36,413870.41
Sucursal Sur,Sprite,2024,3,5246,16030787.85,12397808.8
Sucursal Sur,7 Up,2024,3,5539,8835238.14,6866274.33
Sucursal Sur,Pepsi,2024,3,7931,30532088.82,22928203.01
Sucursal Norte,Coca Cola,2024,4,14229,83142158.07,61327550.94
Sucursal Norte,Fanta,2024,4,774,621921.78,437604.73
Sucursal Norte,Sprite,2024,4,4936,14173941.6,8679638.27
Sucursal Norte,7 Up,2024,4,5151,7208234.41,5042746.75
Sucursal Norte,Pepsi,2024,4,7337,24241141.24,15710703.18
Sucursal Centro,Coca Cola,2024,4,13662,84278442.33,67379909.54
Sucursal Centro,Fanta,2024,4,752,576406.59,438028.96
Sucursal Centro,Sprite,2024,4,5598,15566385.71,10283895.96
Sucursal Centro,7 Up,2024,4,5459,7588363.81,5959489.87
Sucursal Centro,Pepsi,2024,4,8152,29296655.26,19817784.81
Sucursal Sur,Coca Cola,2024,4,14834,78361972.23,47371143.71
Sucursal Sur,Fanta,2024,4,741,592781.75,470455.88
Sucursal Sur,Sprite,2024,4,5221,14851232.14,11408203.01
Sucursal Sur,7 Up,2024,4,5490,8939369.5,6987495.98
Sucursal Sur,Pepsi,2024,4,7325,23556120.42,14594189.55
Sucursal Norte,Coca Cola,2024,5,14119,73407176.6,48392724.66
Sucursal Norte,Fanta,2024,5,898,667108.17,516905.41
Sucursal Norte,Sprite,2024,5,5281,16110310.52,11581454.54
Sucursal Norte,7 Up,2024,5,4964,7118051.32,5580467.02
Sucursal Norte,Pepsi,2024,5,8528,28272514.51,19038916.27
Sucursal Centro,Coca Cola,2024,5,14201,75064392.89,50713669.12
Sucursal Centro,Fanta,2024,5,740,599862.37,424212.22
Sucursal Centro,Sprite,2024,5,4809,13640733.65,8368786.92
Sucursal Centro,7 Up,2024,5,5076,7666830.61,5958111.02
Sucursal Centro,Pepsi,2024,5,8678,29148906.33,18713028.15
Sucursal Sur,Coca Cola,2024,5,13954,73127755.69,49266357.97
Sucursal Sur,Fanta,2024,5,849,645751.81,451457.84
Sucursal Sur,Sprite,2024,5,5473,16279631.52,10456900.02
Sucursal Sur,7 Up,2024,5,4817,6518867.22,4456134.61
Sucursal Sur,Pepsi,2024,5,7273,23883903.42,17386816.71
Sucursal Norte,Coca Cola,2024,6,14390,77582084.23,56629184.6
Sucursal Norte,Fanta,2024,6,827,628830.16,446235.84
Sucursal Norte,Sprite,2024,6,4948,14423064.56,11341858.94
Sucursal Norte,7 Up,2024,6,4845,7247887.28,4809730.85
Sucursal Norte,Pepsi,2024,6,7815,26786863.56,18429190.02
Sucursal Centro,Coca Cola,2024,6,13365,74284479.71,57977178.97
Sucursal Centro,Fanta,2024,6,777,560017.42,355563.88
Sucursal Centro,Sprite,2024,6,5135,13546148.65,9540893.71
Sucursal Centro,7 Up,2024,6,4557,7394778.31,5741791.78
Sucursal Centro,Pepsi,2024,6,8302,28991052.51,23182380.01
Sucursal Sur,Coca Cola,2024,6,15396,84330056.14,67442722.79
Sucursal Sur,Fanta,2024,6,794,598556.94,454167.61
Sucursal Sur,Sprite,2024,6,5644,16804284.12,13063644.0
Sucursal Sur,7 Up,2024,6,5558,8170388.69,5322464.93
